# Scalar ASCII output created by CarpetIOScalar
# created on lu-laptop. by ludovicarbone on Mar 10 2025 at 11:46:32+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-lu-laptop.-ludovicarbone-2025.03.04-15.23.52-88213
# Simulation ID: run-TOV_example-lu-laptop.-ludovicarbone-2025.03.10-10.46.30-36528
# Run ID: run-TOV_example-lu-laptop.-ludovicarbone-2025.03.10-10.46.30-36528
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
7680 5.625 1737.09731917768 1977.4129950975 13.6999590396881 11.6573779582977 11.1786911487579 0 2.52493786811829 45 305862.949005787 305862.949005787 3565560 3565560 202007.69061655 202007.69061655 2354880 2354880 516.406846207703 594822.948166254 13705.802594127 581117.145572127 1306 1499915 34763 1465152 0 0 0 0 13.5681419372559 1741603604.10578 9851
8192 6 1710.59560458504 1957.71136043946 14.6697618961334 12.627180814743 12.0803594589233 0 2.64358854293823 48 301196.605623913 301196.605623913 3803264 3803264 198925.796411122 198925.796411122 2511872 2511872 542.982419339528 644997.848151981 13920.9724537212 631076.87569826 1488 1854719 36239 1818480 0 0 0 0 14.5283143520355 1741603605.07558 10490
8704 6.375 1681.48695850857 1937.67468940303 15.6912150382996 13.6486339569092 13.0393424034119 0 2.65564560890198 51 296071.241470608 296071.241470608 4040968 4040968 195540.741177909 195540.741177909 2668864 2668864 569.408945261787 699850.353136811 14116.0625542581 685734.290582553 1514 1856123 37643 1818480 0 0 0 0 15.5404372215271 1741603606.09703 11129
9216 6.75 1655.63523518978 1918.48609743488 16.7197270393372 14.6771459579468 14.0195035934448 0 2.73183369636536 54 291519.346626335 291519.346626335 4278672 4278672 192534.434698455 192534.434698455 2825856 2825856 582.174042815374 690217.693959803 14415.8440143965 675801.849945407 1612 1870568 39128 1831440 0 0 0 0 16.5621733665466 1741603607.12554 11768
9728 7.125 1594.99741063227 1890.90798396107 18.1241118907928 16.0815308094025 15.3846397399902 0 2.74254608154297 57 280842.418145876 280842.418145876 4516376 4516376 185482.839622208 185482.839622208 2982848 2982848 596.465271428757 683281.266229186 14743.7162258308 668537.550003355 1638 1872037 40597 1831440 0 0 0 0 17.9584612846375 1741603608.52993 12407
10240 7.5 1458.4166568942 1837.24099033147 20.5558090209961 18.5132279396057 17.7435991764069 0 2.86818981170654 60 256793.683711391 256793.683711391 4754080 4754080 169599.813184543 169599.813184543 3139840 3139840 618.019314363741 726221.410514373 14894.692186855 711326.718327518 1820 2226859 42091 2184768 0 0 0 0 20.3801527023315 1741603610.96163 13046
10752 7.875 1422.94811550127 1808.67790898822 21.9660060405731 19.9234249591827 19.0899600982666 0 2.87871980667114 63 250548.488034899 250548.488034899 4991784 4991784 165475.163369463 165475.163369463 3296832 3296832 640.462648007202 774716.414374487 15073.4727016331 759642.941672854 1846 2228332 43564 2184768 0 0 0 0 21.7830348014832 1741603612.37182 13685
11264 8.25 1391.97847153177 1782.05816918144 23.3791179656982 21.3365368843079 20.4521012306213 0 2.96540498733521 66 245095.444886657 245095.444886657 5229488 5229488 161873.692002011 161873.692002011 3453824 3453824 650.491668593065 763910.562315679 15331.3096786312 748579.252637048 1944 2242811 45083 2197728 0 0 0 0 23.1855375766754 1741603613.78493 14324
11776 8.625 1378.24527983801 1760.93626613267 24.5712270736694 22.5286459922791 21.5952258110046 0 2.97942352294922 69 242677.345184158 242677.345184158 5467192 5467192 160276.654053576 160276.654053576 3610816 3610816 660.61799928122 754065.540278222 15581.9826361489 738483.557642073 1970 2244313 46585 2197728 0 0 0 0 24.3702447414398 1741603614.97704 14963
12288 9 1357.92406248367 1738.69012961275 25.9025309085846 23.8599498271942 22.8566024303436 0 3.10202860832214 72 239099.24544342 239099.24544342 5704896 5704896 157913.492161063 157913.492161063 3767808 3767808 679.595734038848 792726.098872299 15725.5826399646 777000.516232334 2152 2599151 48095 2551056 0 0 0 0 25.692863702774 1741603616.30835 15602
12800 9.375 1358.78756296922 1723.72010139552 26.8809008598328 24.8383197784424 23.7717132568359 0 3.11325573921204 75 239251.288050397 239251.288050397 5942600 5942600 158013.908952344 158013.908952344 3924800 3924800 699.218020136374 836352.234742477 15862.6645598556 820489.570182621 2178 2600589 49533 2551056 0 0 0 0 26.6637117862701 1741603617.28672 16241
13312 9.75 1352.26000179591 1707.91759344769 27.9991278648376 25.9565467834473 24.8455171585083 0 3.18058085441589 78 238101.934419922 238101.934419922 6180304 6180304 157254.816445884 157254.816445884 4081792 4081792 709.028541637151 827064.987687041 16124.057385379 810940.930301662 2276 2615074 51058 2564016 0 0 0 0 27.7730457782745 1741603618.40494 16880
13824 10.125 1351.86397545701 1694.63176540204 29.005352973938 26.9627718925476 25.8179159164429 0 3.1901912689209 81 238032.20327558 238032.20327558 6418008 6418008 157208.762396257 157208.762396257 4238784 4238784 720.955412937913 820836.914676552 16423.8537281548 804413.060948397 2302 2616582 52566 2564016 0 0 0 0 28.7722721099854 1741603619.41117 17519
14336 10.5 1354.33634835528 1683.1085925833 29.9529299736023 27.9103488922119 26.7042593955994 0 3.30119919776917 84 238467.531369957 238467.531369957 6655712 6655712 157496.27555629 157496.27555629 4395776 4395776 739.37936836815 857851.214238284 16591.4021461463 841259.812092137 2484 2971453 54109 2917344 0 0 0 0 29.7110652923584 1741603620.35875 18158
14848 10.875 1352.91114083635 1671.41665759552 30.9801800251007 28.9375989437103 27.6697781085968 0 3.31381988525391 87 238216.585052863 238216.585052863 6893416 6893416 157330.53764606 157330.53764606 4552768 4552768 757.007778272002 898000.325936101 16734.5239029179 881265.802033183 2510 2972957 55613 2917344 0 0 0 0 30.7296826839447 1741603621.386 18797
15360 11.25 1349.32179564662 1659.98241764948 32.0576598644257 30.0150787830353 28.7004845142365 0 3.38418102264404 90 237584.583786952 237584.583786952 7131120 7131120 156913.131364559 156913.131364559 4709760 4709760 764.928766635698 887837.449370052 16962.4741218211 870874.975248231 2608 2987463 57159 2930304 0 0 0 0 31.7997896671295 1741603622.46348 19436
15872 11.625 1331.04959596766 1645.34779367416 33.4839339256287 31.4413528442383 30.0924000740051 0 3.39463090896606 93 234367.269007331 234367.269007331 7368824 7368824 154788.250496411 154788.250496411 4866752 4866752 775.460341857126 881245.811115601 17240.2819957141 864005.529119887 2634 2988991 58687 2930304 0 0 0 0 33.218466758728 1741603623.88975 20075
16384 12 1460.13394083064 1655.14967196285 31.6289079189301 29.5863268375397 31.045581817627 0 0.63589882850647 96 257096.057978671 257096.057978671 7606528 7606528 169799.516769543 169799.516769543 5023744 5023744 4686.91525013621 5415986.0032706 102896.132825046 5313089.87044555 2816 3343854 60222 3283632 0 0 0 0 31.3456318378448 1741603622.03472 20714
16896 12.375 1461.5081166367 1649.42427670654 32.5247929096222 30.4822118282318 31.8821897506714 0 0.645479440689087 99 257338.01878297 257338.01878297 7844232 7844232 169959.320182984 169959.320182984 5180736 5180736 4416.41152937012 5205543.97127712 95653.1245510195 5109890.8467261 2842 3345316 61684 3283632 0 0 0 0 32.2401866912842 1741603622.93061 21353
17408 12.75 1440.81716770652 1640.69961987025 33.89950299263 31.8569219112396 33.2110033035278 0 0.718591451644897 102 253694.817801859 253694.817801859 8081936 8081936 167553.162068579 167553.162068579 5337728 5337728 4212.05709443631 4869986.22232118 91526.5482286201 4778459.67409256 2940 3359821 63229 3296592 0 0 0 0 33.603232383728 1741603624.30532 21992
17920 13.125 1424.08115476741 1632.07804164469 35.2218699455261 33.1792888641357 34.4960222244263 0 0.728759765625 105 250747.990231728 250747.990231728 8319640 8319640 165606.924925367 165606.924925367 5494720 5494720 4080.74574583189 4630628.3016319 88915.3442573411 4541712.95737456 2966 3361348 64756 3296592 0 0 0 0 34.9153695106506 1741603625.62769 22631
18432 13.5 1398.87607849425 1621.88485596096 36.7847578525543 34.7421767711639 35.9662551879883 0 0.881313562393188 108 246309.955083258 246309.955083258 8557344 8557344 162675.817270348 162675.817270348 5651712 5651712 3745.86440915932 4314759.31953433 80745.0028706261 4234014.3166637 3148 3716219 66299 3649920 0 0 0 0 36.4685349464417 1741603627.19057 23270
18944 13.875 1398.96522820392 1615.86685925061 37.7475428581238 35.7049617767334 36.8584487438202 0 0.891680240631104 111 246325.652299988 246325.652299988 8795048 8795048 162686.184523103 162686.184523103 5808704 5808704 3565.42681927774 4181235.64220404 76023.447813445 4105212.1943906 3174 3717728 67808 3649920 0 0 0 0 37.424556016922 1741603628.15336 23909
19456 14.25 1399.0635053962 1610.1699339695 38.7099659442902 36.6673848628998 37.7811009883881 0 0.956115245819092 114 246342.956656813 246342.956656813 9032752 9032752 162697.613214192 162697.613214192 5965696 5965696 3479.51548765356 4010699.26939159 74437.0853488065 3936262.18404278 3272 3732235 69355 3662880 0 0 0 0 38.3785951137543 1741603629.11578 24548
19968 14.625 1379.77588296617 1601.29756459349 40.2009520530701 38.1583709716797 39.2344794273376 0 0.9695725440979 117 242946.849247845 242946.849247845 9270456 9270456 160454.648458241 160454.648458241 6122688 6122688 3408.27035582483 3863067.51023662 73120.5397012098 3789946.97053541 3298 3733764 70884 3662880 0 0 0 0 39.8612225055695 1741603630.60677 25187
20480 15 1372.81931487258 1594.50378408686 41.3776919841766 39.3351109027863 40.331958770752 0 1.10711765289307 120 241721.957349979 241721.957349979 9508160 9508160 159645.666578131 159645.666578131 6279680 6279680 3249.3947369921 3733322.17996075 69060.6352297918 3664261.54473096 3480 4088628 72420 4016208 0 0 0 0 41.0272915363312 1741603631.78351 25826
20992 15.375 1366.17707031549 1587.88388618081 42.5570950508118 40.5145139694214 41.4387426376343 0 1.12090134620667 123 240552.410609091 240552.410609091 9745864 9745864 158873.237498496 158873.237498496 6436672 6436672 3131.39217900915 3657051.16903155 65868.3248071188 3591182.84422444 3506 4090087 73879 4016208 0 0 0 0 42.197202205658 1741603632.96291 26465
21504 15.75 1368.78775774865 1583.06616510298 43.4660959243774 41.4235148429871 42.3112316131592 0 1.18008160591125 126 241012.092716951 241012.092716951 9983568 9983568 159176.835307019 159176.835307019 6593664 6593664 3086.07683636907 3548260.13774492 65128.8634252244 3483131.27431969 3604 4104596 75428 4029168 0 0 0 0 43.0998220443726 1741603633.87191 27104
22016 16.125 1357.87701616668 1576.24191431209 44.7931389808655 42.7505578994751 43.6059091091156 0 1.19425702095032 129 239090.961667321 239090.961667321 10221272 10221272 157908.021127436 157908.021127436 6750656 6750656 3054.16843551584 3458396.8089922 64641.2306716017 3393755.5783206 3630 4106127 76959 4029168 0 0 0 0 44.4181520938873 1741603635.19896 27743
22528 16.5 1349.59107727431 1569.83214764929 46.0559129714966 44.0133318901062 44.7735021114349 0 1.35776567459106 132 237631.998098083 237631.998098083 10458976 10458976 156944.446224776 156944.446224776 6907648 6907648 2908.58422691515 3334672.32162587 61050.6370760432 3273621.68454983 3812 4460997 78501 4382496 0 0 0 0 45.6714804172516 1741603636.46173 28382
23040 16.875 1344.45311712247 1564.01012801411 47.2282400131226 45.1856589317322 45.8612856864929 0 1.36984705924988 135 236727.321298133 236727.321298133 10696680 10696680 156346.950935771 156346.950935771 7064640 7064640 2804.77549637895 3264400.94820301 58371.3723608693 3206029.57584214 3838 4462503 80007 4382496 0 0 0 0 46.8362650871277 1741603637.63406 29021
23552 17.25 1344.36436902376 1559.20494671008 48.235414981842 46.1928339004517 46.8209829330444 0 1.44080591201782 138 236711.694795869 236711.694795869 10934384 10934384 156336.630386502 156336.630386502 7221632 7221632 2754.46247369179 3160404.91573989 57511.4230967485 3102893.49264314 3936 4477015 81559 4395456 0 0 0 0 47.8344666957855 1741603638.64123 29660
24064 17.625 1309.24142254024 1547.63989498854 50.5057590007782 48.4631779193878 49.0570106506348 0 1.45168948173523 141 230527.350447041 230527.350447041 11172088 11172088 152252.169931435 152252.169931435 7378624 7378624 2732.01346500801 3091169.0077553 57201.1005167291 3033967.90723857 3962 4478543 83087 4395456 0 0 0 0 50.0968816280365 1741603640.91158 30299
24576 18 1304.69606173956 1541.83352719984 51.7093210220337 49.6667399406433 50.1868345737457 0 1.58360862731934 144 229727.016784992 229727.016784992 11409792 11409792 151723.588240456 151723.588240456 7535616 7535616 2668.00404336454 3053449.83873427 55448.7694093634 2998001.06932491 4144 4833405 84621 4748784 0 0 0 0 51.2898471355438 1741603642.11514 30938
25088 18.375 1307.75350376435 1537.57459829382 52.6255080699921 50.5829269886017 51.0350127220154 0 1.59316039085388 147 230265.36211763 230265.36211763 11647496 11647496 152079.139305905 152079.139305905 7692608 7692608 2619.30976742541 3039715.2724466 53988.8407150869 2985726.43173151 4170 4834867 86083 4748784 0 0 0 0 52.1966092586517 1741603643.03133 31577
25600 18.75 1310.7400373315 1533.55290489842 53.5402069091797 51.4976258277893 51.9133887290955 0 1.65226054191589 150 230791.222099145 230791.222099145 11885200 11885200 152426.444400553 152426.444400553 7849600 7849600 2598.93825367817 2976692.20769913 53734.9539550105 2922957.25374412 4268 4849371 87627 4761744 0 0 0 0 53.105171918869 1741603643.94602 32216
26112 19.125 1317.25271130281 1530.33564364387 54.3104560375214 52.267874956131 52.6511120796204 0 1.66197681427002 153 231937.954435203 231937.954435203 12122904 12122904 153183.805668779 153183.805668779 8006592 8006592 2585.35909904217 2923254.08297862 53599.4960999558 2869654.58687866 4294 4850901 89157 4761744 0 0 0 0 53.8678781986237 1741603644.71627 32855
26624 19.5 1318.63802098162 1526.48851360183 55.2793290615082 53.2367479801178 53.5510728359222 0 1.78172516822815 156 232181.875658827 232181.875658827 12360608 12360608 153344.903844405 153344.903844405 8163584 8163584 2542.44708333701 2905352.18427907 52358.5557860908 2852993.62849298 4476 5205769 90697 5115072 0 0 0 0 54.828773021698 1741603645.68515 33494
27136 19.875 1315.44956862001 1521.98937698006 56.434632062912 54.3920509815216 54.6443111896515 0 1.79348587989807 159 231620.462414259 231620.462414259 12598312 12598312 152974.117538364 152974.117538364 8320576 8320576 2512.3987924066 2908452.93587903 51382.9679215357 2857069.96795749 4502 5207280 92208 5115072 0 0 0 0 55.9746966362 1741603646.84045 34133
27648 20.25 1318.62715042072 1518.69410443339 57.3273520469666 55.2847709655762 55.498589515686 0 1.85524797439575 162 232179.961602672 232179.961602672 12836016 12836016 153343.639702852 153343.639702852 8477568 8477568 2493.48940718238 2851625.02555673 51147.7014648285 2800477.3240919 4600 5221782 93750 5128032 0 0 0 0 56.8585216999054 1741603647.73317 34772
28160 20.625 1321.53377829958 1515.52192044568 58.2272970676422 56.1847159862518 56.3652012348175 0 1.86569476127625 165 232691.75202735 232691.75202735 13073720 13073720 153681.652535413 153681.652535413 8634560 8634560 2482.14937089927 2804954.99099895 51051.6152414101 2753903.37575754 4626 5223312 95280 5128032 0 0 0 0 57.7498016357422 1741603648.63311 35411
28672 21 1278.6142818449 1504.2946319931 61.1690909862518 59.1265099048615 59.2327327728271 0 1.99677562713623 168 225134.61426049 225134.61426049 13311424 13311424 148690.528396589 148690.528396589 8791552 8791552 2440.66411226748 2785438.64591085 49895.2101580031 2735543.43575285 4808 5578176 96816 5481360 0 0 0 0 60.6812798976898 1741603651.57491 36050
29184 21.375 1273.62455721209 1499.3638135501 62.4607000350952 60.4181189537048 60.4559903144836 0 2.00765180587769 171 224256.038331514 224256.038331514 13549128 13549128 148110.271470993 148110.271470993 8948544 8948544 2409.32637296063 2783156.05627826 48914.812449797 2734241.24382847 4834 5579635 98275 5481360 0 0 0 0 61.9643387794495 1741603652.86652 36689
29696 21.75 1273.14280594463 1495.38640118399 63.5439300537109 61.5013489723206 61.4944674968719 0 2.07749390602112 174 224171.21299575 224171.21299575 13786832 13786832 148054.248437673 148054.248437673 9105536 9105536 2386.96724840157 2726229.36259818 48602.4980879051 2677626.86451028 4932 5594140 99820 5494320 0 0 0 0 63.0390517711639 1741603653.94975 37328
30208 22.125 1336.11639701951 1500.62649911502 61.6556508541107 59.6130697727203 59.5709190368652 0 2.0874707698822 177 235259.416323797 235259.416323797 14024536 14024536 155377.470667324 155377.470667324 9262528 9262528 2376.32483901245 2684014.77528806 48510.3163694323 2635504.45891863 4958 5595668 101348 5494320 0 0 0 0 61.1416707038879 1741603652.06147 37967
30720 22.5 1338.37368675293 1498.19046696672 62.5637948513031 60.5212137699127 60.4101996421814 0 2.21047186851501 180 235656.873211791 235656.873211791 14262240 14262240 155639.971726456 155639.971726456 9419520 9419520 2348.63078194848 2677367.11875001 47680.7338561446 2629686.38489386 5140 5950541 102893 5847648 0 0 0 0 62.0411784648895 1741603652.96961 38606
31232 22.875 1339.18895051601 1495.65588074486 63.5350239276886 61.4924428462982 61.3166596889496 0 2.22104930877686 183 235800.422439599 235800.422439599 14499944 14499944 155734.779051415 155734.779051415 9576512 9576512 2326.93978286192 2682982.756422 46964.7852145426 2636017.97120746 5166 5952048 104400 5847648 0 0 0 0 63.0045025348663 1741603653.94084 39245
31744 23.25 1337.28373032477 1492.88729475281 64.6321408748627 62.5895597934723 62.3756222724915 0 2.2847466468811 186 235464.956913422 235464.956913422 14737648 14737648 155513.220289738 155513.220289738 9733504 9733504 2315.07065552682 2641113.17041098 46858.4659080091 2594254.70450297 5264 5966554 105946 5860608 0 0 0 0 64.092401266098 1741603655.03796 39884
32256 23.625 1334.55050385044 1490.09139622106 65.7719039916992 63.7293229103088 63.478905916214 0 2.29661130905151 189 234983.69849427 234983.69849427 14975352 14975352 155195.372370732 155195.372370732 9890496 9890496 2305.27886460673 2602648.06316382 46776.7509910808 2555871.31217274 5290 5968081 107473 5860608 0 0 0 0 65.2236971855164 1741603656.17772 40523
32768 24 1335.89437578815 1487.82497366717 66.7183530330658 64.6757719516754 64.363870382309 0 2.40482306480408 192 235220.323483219 235220.323483219 15213056 15213056 155351.651736098 155351.651736098 10047488 10047488 2289.25025133118 2607102.24304556 46213.5492758989 2560888.69376966 5472 6322941 109005 6213936 0 0 0 0 66.1543793678284 1741603657.12417 41162
33280 24.375 1336.56800672655 1485.55694219805 67.6958060264587 65.6532249450684 65.2840473651886 0 2.4144446849823 195 235338.93442291 235338.93442291 15450760 15450760 155429.988527418 155429.988527418 10204480 10204480 2278.00570937169 2622231.6940574 45715.1877468267 2576516.50631057 5498 6324404 110468 6213936 0 0 0 0 67.131233215332 1741603658.10162 41801
33792 24.75 1336.65606415855 1483.31236188828 68.7014639377594 66.658882856369 66.2495317459106 0 2.4781219959259 198 235354.439314625 235354.439314625 15688464 15688464 155440.228758799 155440.228758799 10361472 10361472 2265.96804694292 2582484.14089527 45598.3246077045 2536885.81628757 5596 6338909 112013 6226896 0 0 0 0 68.1266710758209 1741603659.10728 42440
34304 25.125 1338.83281553105 1481.36982654225 69.6014270782471 67.5588459968567 67.1156079769135 0 2.48879098892212 201 235737.715246661 235737.715246661 15926168 15926168 155693.363982111 155693.363982111 10518464 10518464 2260.01964382122 2550556.87543737 45589.3994616105 2504967.47597576 5622 6340436 113540 6226896 0 0 0 0 69.0207221508026 1741603660.00724 43079
34816 25.5 1337.6628177849 1479.13151848625 70.6697409152985 68.6271598339081 68.1131446361542 0 2.61643958091736 204 235531.705510179 235531.705510179 16163872 16163872 155557.304510879 155557.304510879 10675456 10675456 2238.1320221256 2546641.03719152 44933.5708328772 2501707.46635865 5804 6695307 115083 6580224 0 0 0 0 70.0799622535706 1741603661.07556 43718
35328 25.875 1337.23585543682 1477.022466203 71.7011978626251 69.6586167812347 69.0778601169586 0 2.62606954574585 207 235456.527245003 235456.527245003 16401576 16401576 155507.652901287 155507.652901287 10832448 10832448 2220.83489235192 2552701.42438278 44361.0435569108 2508340.38082587 5830 6696812 116588 6580224 0 0 0 0 71.104231595993 1741603662.10701 44357
35840 26.25 1297.18441681442 1469.31505276932 74.892669916153 72.8500888347626 72.220374584198 0 2.69871258735657 210 228404.388603299 228404.388603299 16639280 16639280 150850.056270022 150850.056270022 10989440 10989440 2203.34928164267 2508885.87044578 44128.3560951817 2464757.5143506 5928 6711318 118134 6593184 0 0 0 0 74.2855582237244 1741603665.29849 44996
36352 26.625 1298.29088803555 1467.03710676137 75.8704118728638 73.8278307914734 73.1642308235168 0 2.71043610572815 213 228599.212777483 228599.212777483 16876984 16876984 150978.728218131 150978.728218131 11146432 11146432 2198.67033709215 2480481.11992357 44138.5841604448 2436342.53576313 5954 6712845 119661 6593184 0 0 0 0 75.2563931941986 1741603666.27623 45635
36864 27 1295.43693449639 1464.29856218441 77.0751800537109 75.0325989723206 74.2819383144379 0 2.86337566375732 216 228096.697094467 228096.697094467 17114688 17114688 150646.840904043 150646.840904043 11303424 11303424 2167.37417133668 2464213.85704744 43319.2008764304 2420894.65617101 6136 7067711 121199 6946512 0 0 0 0 76.4497122764587 1741603667.481 46274
37376 27.375 1293.77568212529 1461.74042350595 78.2149820327759 76.1724009513855 75.3414244651794 0 2.87984681129456 219 227804.188699193 227804.188699193 17352392 17352392 150453.653250529 150453.653250529 11460416 11460416 2142.98821413584 2460003.26553847 42612.3357961544 2417390.92974231 6162 7069175 122663 6946512 0 0 0 0 77.5817439556122 1741603668.6208 46913
