# Scalar ASCII output created by CarpetIOScalar
# created on lu-laptop. by ludovicarbone on Mar 06 2025 at 18:37:53+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-lu-laptop.-ludovicarbone-2025.03.04-15.23.52-88213
# Simulation ID: run-TOV_example-lu-laptop.-ludovicarbone-2025.03.06-17.37.51-24286
# Run ID: run-TOV_example-lu-laptop.-ludovicarbone-2025.03.06-17.37.51-24286
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
5632 5.5 2667.82906741587 2697.35734485105 9.36379289627075 7.42176485061646 7.1508424282074 0 2.2168915271759 33 354714.552803614 354714.552803614 2632608 2632608 174155.881520908 174155.881520908 1292544 1292544 438.328834738397 607724.402063525 12710.6324366202 595013.769626905 974 1345064 28328 1316736 0 0 0 0 9.28111839294434 1741282681.39442 7295
6144 6 2634.2896318739 2692.01158766081 10.1415820121765 8.19955396652222 7.85780048370361 0 2.34664750099182 36 350255.149453954 350255.149453954 2871936 2871936 171966.427168728 171966.427168728 1410048 1410048 470.272653758678 639445.140348646 12947.3855670301 626497.754781616 1156 1771586 29762 1741824 0 0 0 0 10.0510973930359 1741282682.17221 7934
6656 6.5 2632.88390302014 2686.35712889719 10.8296208381653 8.88759279251099 8.4756338596344 0 2.35653614997864 39 350068.243745558 350068.243745558 3111264 3111264 171874.661189155 171874.661189155 1527552 1527552 500.427577018793 753097.623805204 13151.3046938436 739946.31911136 1182 1772982 31158 1741824 0 0 0 0 10.732470035553 1741282682.86025 8573
7168 7 2603.49570289361 2678.90987314738 11.6213219165802 9.6792938709259 9.23124217987061 0 2.41744256019592 42 346160.788656734 346160.788656734 3350592 3350592 169956.199484895 169956.199484895 1645056 1645056 518.811142973455 744495.663751241 13554.3595062646 730941.304244976 1280 1788236 32588 1755648 0 0 0 0 11.5163424015045 1741282683.65195 9212
7680 7.5 2597.5247936596 2673.09982678511 12.3365390300751 10.3945109844208 9.91185235977173 0 2.42876791954041 45 345366.89656498 345366.89656498 3589920 3589920 169566.418530099 169566.418530099 1762560 1762560 536.976598232839 738006.284241308 13934.1715421618 724072.112699146 1306 1789635 33987 1755648 0 0 0 0 12.2244007587433 1741282684.36717 9851
8192 8 2595.07386927471 2667.92351037634 13.0399780273438 11.0979499816895 10.5544283390045 0 2.5371470451355 48 345041.021658765 345041.021658765 3829248 3829248 169406.422186253 169406.422186253 1880064 1880064 565.669641044048 766399.886888928 14173.5247399294 752226.362148999 1488 2216157 35421 2180736 0 0 0 0 12.9200429916382 1741282685.07061 10490
8704 8.5 3354.9229018914 2448.91065929395 11.0629529953003 9.120924949646 8.51897478103638 0 2.54720211029053 51 446070.54903548 446070.54903548 4068576 4068576 219009.36703547 219009.36703547 1997568 1997568 593.558542102889 871605.734501769 14390.8465075409 857214.887994228 1514 2217547 36811 2180736 0 0 0 0 10.935996055603 1741282683.09358 11129
9216 9 3303.19176304661 2508.7113701 11.7507228851318 9.80869483947754 9.16679358482361 0 2.61033987998962 54 439192.376814677 439192.376814677 4307904 4307904 215632.358291683 215632.358291683 2115072 2115072 608.375778630043 860692.666681983 14725.2480922993 845967.418589684 1612 2232798 38238 2194560 0 0 0 0 11.6154959201813 1741282683.78135 11768
9728 9.5 3250.67902375475 2558.25746376623 12.4629068374634 10.5208787918091 9.84504652023315 0 2.62365508079529 57 432210.282998432 432210.282998432 4547232 4547232 212204.32667071 212204.32667071 2232576 2232576 624.17386796589 853364.094828263 15061.1549976494 838302.939830614 1638 2234189 39629 2194560 0 0 0 0 12.3201107978821 1741282684.49354 12407
10240 10 3187.56848883823 2601.65724083215 13.2359030246735 11.2938749790192 10.5533111095428 0 2.73409748077393 60 423819.106275931 423819.106275931 4786560 4786560 208084.47095136 208084.47095136 2350080 2350080 647.880876027831 875821.248378587 15232.6560627878 860588.592315799 1820 2660712 41064 2619648 0 0 0 0 13.0842006206512 1741282685.26653 13046
10752 10.5 3151.40371560852 2633.52793752946 13.9366829395294 11.9946548938751 11.1948239803314 0 2.74466705322266 63 419010.638027309 419010.638027309 5025888 5025888 205723.634554924 205723.634554924 2467584 2467584 671.806984754165 970855.189713561 15427.4893893057 955427.700324256 1846 2662157 42509 2619648 0 0 0 0 13.7777514457703 1741282685.96731 13685
11264 11 3116.79189296222 2660.44580508296 14.6473999023438 12.7053718566895 11.867495059967 0 2.8068790435791 66 414408.650088256 414408.650088256 5265216 5265216 203464.174772574 203464.174772574 2585088 2585088 684.915530551814 959970.269240738 15753.7766517784 944216.492588959 1944 2677464 43992 2633472 0 0 0 0 14.4795436859131 1741282686.67803 14324
11776 11.5 3094.11121828655 2682.00333476437 15.3222839832306 13.3802559375763 12.5083367824554 0 2.81766128540039 69 411393.027583379 411393.027583379 5504544 5504544 201983.580329746 201983.580329746 2702592 2702592 698.662718141419 951937.90390314 16073.8623622861 935864.041540853 1970 2678909 45437 2633472 0 0 0 0 15.1450409889221 1741282687.35292 14963
12288 12 3065.17478103566 2701.55381132694 16.0358409881592 14.0938129425049 13.157683134079 0 2.93105411529541 72 407545.638886502 407545.638886502 5743872 5743872 200094.609706008 200094.609706008 2820096 2820096 719.21003118904 970843.901434649 16233.3000373016 954610.601397348 2152 3105483 46923 3058560 0 0 0 0 15.851705789566 1741282688.06647 15602
12800 12.5 3046.21618955998 2717.15842462283 16.7144529819489 14.7724249362946 13.7763299942017 0 2.94175791740417 75 405024.904563895 405024.904563895 5983200 5983200 198856.992854475 198856.992854475 2937600 2937600 739.928181722208 1057382.89818224 16391.7576632582 1040991.14051899 2178 3106929 48369 3058560 0 0 0 0 16.5226495265961 1741282688.74508 16241
13312 13 3019.26135135312 2731.42676187827 17.442507982254 15.5004799365997 14.4643061161041 0 3.00790786743164 78 401440.989275911 401440.989275911 6222528 6222528 197097.381016332 197097.381016332 3055104 3055104 750.788596775211 1045394.55010982 16671.8047437758 1028722.74536604 2276 3122236 49852 3072384 0 0 0 0 17.2417171001434 1741282689.47314 16880
13824 13.5 3003.91918699038 2742.7003504095 18.1208920478821 16.1788640022278 15.1047806739807 0 3.01926946640015 81 399401.095102241 399401.095102241 6461856 6461856 196095.844526732 196095.844526732 3172608 3172608 761.908204015529 1035596.70475953 16939.3612059867 1018657.34355355 2302 3123683 51299 3072384 0 0 0 0 17.9121468067169 1741282690.15152 17519
14336 14 2984.87293122953 2752.91186392044 18.8271689414978 16.8851408958435 15.7445316314697 0 3.13368582725525 84 396868.704936278 396868.704936278 6701184 6701184 194852.504950664 194852.504950664 3290112 3290112 779.202922181631 1050728.53996259 17057.7965266764 1033670.74343591 2484 3550255 52783 3497472 0 0 0 0 18.6099133491516 1741282690.8578 18158
14848 14.5 2965.66090980936 2761.43329003766 19.5435009002686 17.6014728546143 16.4029779434204 0 3.1436562538147 87 394314.274568252 394314.274568252 6940512 6940512 193598.344192355 193598.344192355 3407616 3407616 797.956274936784 1130860.06655538 17200.9568922925 1113659.10966309 2510 3551701 54229 3497472 0 0 0 0 19.3188931941986 1741282691.57413 18797
15360 15 2957.26441401312 2768.44737046527 20.2021470069885 18.2601189613342 17.0238962173462 0 3.20608496665955 90 393197.876487185 393197.876487185 7179840 7179840 193050.220946777 193050.220946777 3525120 3525120 807.991618650393 1119535.94461324 17465.5820682568 1102070.36254498 2608 3567007 55711 3511296 0 0 0 0 19.9665822982788 1741282692.23278 19436
15872 15.5 2929.49834118877 2775.08143750297 20.9896578788757 19.0476298332214 17.7766680717468 0 3.21639180183411 93 389506.099444459 389506.099444459 7419168 7419168 191237.651712803 191237.651712803 3642624 3642624 818.552238841411 1110569.03824682 17725.2351917328 1092843.80305509 2634 3568455 57159 3511296 0 0 0 0 20.7480776309967 1741282693.02029 20075
16384 16 2889.35286135641 2780.48052649916 21.8772878646851 19.9352598190308 18.5966393947601 0 3.33465123176575 96 384168.356445948 384168.356445948 7658496 7658496 188616.954789346 188616.954789346 3760128 3760128 833.371824218205 1122881.35524752 17812.0272670778 1105069.32798044 2816 3995019 58635 3936384 0 0 0 0 21.6197283267975 1741282693.90792 20714
16896 16.5 2873.07052381756 2783.8010686716 22.6167728900909 20.6747448444366 19.2753884792328 0 3.34428238868713 99 382003.456846783 382003.456846783 7897824 7897824 187554.04379481 187554.04379481 3877632 3877632 849.348548696655 1195987.20428987 17917.423629993 1178069.78065988 2842 3996462 60078 3936384 0 0 0 0 22.3571333885193 1741282694.6474 21353
17408 17 2862.16088362582 2786.40547594897 23.3244738578796 21.3824458122253 19.9409306049347 0 3.41118574142456 102 380552.911086888 380552.911086888 8137152 8137152 186841.862483093 186841.862483093 3995136 3995136 857.089678837685 1183057.13884874 18133.9487670496 1164923.19008169 2940 4011763 61555 3950208 0 0 0 0 23.0560367107391 1741282695.3551 21992
17920 17.5 2848.14634596834 2788.4608692021 24.0616779327393 22.119649887085 20.6417825222015 0 3.42296957969666 105 378689.53815995 378689.53815995 8376480 8376480 185926.993464813 185926.993464813 4112640 4112640 866.108358423241 1173428.57551571 18361.6726425346 1155066.90287318 2966 4013212 63004 3950208 0 0 0 0 23.7855010032654 1741282696.09231 22631
18432 18 2824.17093701741 2790.01847623792 24.8868148326874 22.9447867870331 21.3990836143494 0 3.54420018196106 108 375501.767785835 375501.767785835 8615808 8615808 184361.878768497 184361.878768497 4230144 4230144 879.08150257663 1183732.55894626 18431.7529005671 1165300.80604569 3148 4439782 64486 4375296 0 0 0 0 24.6011972427368 1741282696.91745 23270
18944 18.5 2808.38967224377 2790.59286338512 25.6566858291626 23.7146577835083 22.1056282520294 0 3.55450797080994 111 373403.490821531 373403.490821531 8855136 8855136 183331.677804073 183331.677804073 4347648 4347648 892.691805509723 1250620.10500694 18509.4154550609 1232110.68955188 3174 4441232 65936 4375296 0 0 0 0 25.3639652729034 1741282697.68732 23909
19456 19 2801.02870808842 2790.89494359284 26.3616278171539 24.4195997714996 22.7709145545959 0 3.61829829216003 114 372424.777027437 372424.777027437 9094464 9094464 182851.154064012 182851.154064012 4465152 4465152 900.099719379308 1238666.99309527 18719.9575919673 1219947.0355033 3272 4456539 67419 4389120 0 0 0 0 26.0596346855164 1741282698.39226 24548
19968 19.5 2796.38083303902 2791.02072909866 27.0459048748016 25.1038768291473 23.4207010269165 0 3.62797570228577 117 371806.795560868 371806.795560868 9333792 9333792 182547.740780787 182547.740780787 4582656 4582656 908.638558883151 1229664.0925725 18940.4521458998 1210723.6404266 3298 4457992 68872 4389120 0 0 0 0 26.7355000972748 1741282699.07654 25187
20480 20 2787.85515717577 2790.98418517066 27.7683339118958 25.8263058662415 24.0728113651276 0 3.74926018714905 120 370673.22169809 370673.22169809 9573120 9573120 181991.184660434 181991.184660434 4700160 4700160 919.491075212522 1237529.99531811 18982.9717211033 1218547.02359701 3480 4884560 70352 4814208 0 0 0 0 27.4497270584106 1741282699.79896 25826
20992 20.5 2770.08685334148 2790.32575496036 28.5837919712067 26.6417639255524 24.825799703598 0 3.76128315925598 123 368310.748020284 368310.748020284 9812448 9812448 180831.269786132 180831.269786132 4817664 4817664 931.88057628135 1300108.84857648 19050.3319064986 1281058.51666998 3506 4886008 71800 4814208 0 0 0 0 28.2555019855499 1741282700.61442 26465
21504 21 2750.70713497467 2789.33128455911 29.4258699417114 27.4838418960571 25.6268789768219 0 3.82704377174377 126 365734.020666232 365734.020666232 10051776 10051776 179566.161771146 179566.161771146 4935168 4935168 938.143847389656 1287835.3871374 19237.4766551005 1268597.9104823 3604 4901314 73282 4828032 0 0 0 0 29.0882112979889 1741282701.4565 27104
22016 21.5 2741.51927477568 2788.07615012598 30.1745488643646 28.2325208187103 26.3399047851562 0 3.83817410469055 129 364512.402774174 364512.402774174 10291104 10291104 178966.378257356 178966.378257356 5052672 5052672 945.589714482329 1278490.49318081 19434.3982024493 1259056.09497836 3630 4902763 74731 4828032 0 0 0 0 29.8291866779327 1741282702.20518 27743
22528 22 2720.84305515792 2786.15333039518 31.0506529808044 29.1086249351501 27.1480748653412 0 3.96263146400452 132 361763.292613797 361763.292613797 10530432 10530432 177616.634640709 177616.634640709 5170176 5170176 955.778434061461 1285842.55113733 19479.6869532939 1266362.86418404 3812 5329341 76221 5253120 0 0 0 0 30.6949095726013 1741282703.08128 28382
23040 22.5 2708.48280015174 2784.10453554756 31.8480699062347 29.9060418605804 27.8779883384705 0 3.97284150123596 135 360119.873108175 360119.873108175 10769760 10769760 176809.757193905 176809.757193905 5287680 5287680 965.723231263252 1342689.28963137 19512.4454441938 1323176.84418717 3838 5330795 77675 5253120 0 0 0 0 31.4845917224884 1741282703.8787 29021
23552 23 2696.99180368162 2781.91685785047 32.6428999900818 30.7008719444275 28.6345069408417 0 4.03702306747437 138 358592.030217508 358592.030217508 11009088 11009088 176059.624944336 176059.624944336 5405184 5405184 971.960571765431 1331523.11523238 19699.6649355456 1311823.45029683 3936 5346107 79163 5266944 0 0 0 0 32.2702829837799 1741282704.67353 29660
24064 23.5 2682.81455594749 2779.41924992531 33.4760749340057 31.5340468883514 29.4317984580994 0 4.04740166664124 141 356707.023358779 356707.023358779 11248416 11248416 175134.134212252 175134.134212252 5522688 5522688 978.667018335576 1322202.13723187 19881.677347981 1302320.45988389 3962 5347558 80614 5266944 0 0 0 0 33.0955266952515 1741282705.50671 30299
24576 24 2665.60199075941 2776.48902484321 34.3549690246582 32.4129409790039 30.2424802780151 0 4.1735463142395 144 354418.440691371 354418.440691371 11487744 11487744 174010.497956774 174010.497956774 5640192 5640192 987.723067525892 1328366.6744278 19915.1912736184 1308451.48315418 4144 5774134 82102 5692032 0 0 0 0 33.9662008285522 1741282706.3856 30938
25088 24.5 2653.91440014106 2773.51161199763 35.1759560108185 33.2339279651642 30.9949545860291 0 4.18437743186951 147 352864.458642756 352864.458642756 11727072 11727072 173247.532041209 173247.532041209 5757696 5757696 996.412001990603 1381337.247521 19933.2627599373 1361403.98476106 4170 5775580 83548 5692032 0 0 0 0 34.7783200740814 1741282707.20659 31577
25600 25 2622.02183392834 2768.78352082017 36.2666850090027 34.3246569633484 32.0301628112793 0 4.26498007774353 150 348624.023039112 348624.023039112 11966400 11966400 171165.585318842 171165.585318842 5875200 5875200 997.988397717362 1364810.50497201 20024.4436452116 1344786.0613268 4268 5790889 85033 5705856 0 0 0 0 35.8605449199677 1741282708.29732 32216
26112 25.5 2616.93346881263 2765.503684085 37.021253824234 35.0792257785797 32.7484445571899 0 4.27558636665344 153 347947.474013327 347947.474013327 12205728 12205728 170833.416844088 170833.416844088 5992704 5992704 1004.02328582474 1355579.34791857 20191.8678339897 1335387.48008458 4294 5792340 86484 5705856 0 0 0 0 36.608083486557 1741282709.05188 32855
26624 26 2607.26006377309 2761.93649051393 37.8417840003967 35.8997559547424 33.504180431366 0 4.39786124229431 156 346661.29807927 346661.29807927 12445056 12445056 170201.936963107 170201.936963107 6110208 6110208 1013.00174856271 1361966.32679368 20233.7531780506 1341732.57361563 4476 6218911 87967 6130944 0 0 0 0 37.4200854301453 1741282709.87242 33494
27136 26.5 2603.86054660231 2758.71948582887 38.579934835434 36.6379067897797 34.1682152748108 0 4.41766309738159 159 346209.298276243 346209.298276243 12684384 12684384 169980.016482199 169980.016482199 6227712 6227712 1019.55709971842 1409915.77422963 20220.9135857672 1389694.86064386 4502 6220361 89417 6130944 0 0 0 0 38.1492965221405 1741282710.61057 34133
27648 27 2602.51347511312 2755.75285626368 39.2905378341675 37.3485097885132 34.8368208408356 0 4.48109269142151 162 346030.191651041 346030.191651041 12923712 12923712 169892.079655385 169892.079655385 6345216 6345216 1023.86388870851 1398120.04429621 20365.6855915632 1377754.35870465 4600 6235671 90903 6144768 0 0 0 0 38.8515145778656 1741282711.32117 34772
28160 27.5 2602.43925256846 2752.95056548774 39.9832618236542 38.0412337779999 35.4937419891357 0 4.49242377281189 165 346020.323021502 346020.323021502 13163040 13163040 169887.234407669 169887.234407669 6462720 6462720 1029.50876048324 1389216.49305265 20524.9121056359 1368691.58094701 4626 6237122 92354 6144768 0 0 0 0 39.5366742610931 1741282712.01389 35411
28672 28 2600.69468677262 2750.15548770448 40.7009029388428 38.7588748931885 36.1468639373779 0 4.60543775558472 168 345788.365553288 345788.365553288 13402368 13402368 169773.349152517 169773.349152517 6580224 6580224 1037.76010668329 1394907.02603923 20563.0650000754 1374343.96103916 4808 6663701 93845 6569856 0 0 0 0 40.2443883419037 1741282712.73153 36050
29184 28.5 2600.84288020488 2747.5356754295 41.3907778263092 39.4487497806549 36.7786023616791 0 4.61546611785889 171 345808.06935204 345808.06935204 13641696 13641696 169783.023219774 169783.023219774 6697728 6697728 1047.22815448812 1445076.20126601 20616.951963172 1424459.24930284 4834 6665152 95296 6569856 0 0 0 0 40.9280960559845 1741282713.42141 36689
29696 29 2602.54657754498 2745.12409031804 42.0565838813782 40.1145558357239 37.4037640094757 0 4.67979788780212 174 346034.59295038 346034.59295038 13881024 13881024 169894.240582136 169894.240582136 6815232 6815232 1051.405413208 1433887.015547 20756.8748971386 1413130.14064986 4932 6680458 96778 6583680 0 0 0 0 41.5856637954712 1741282714.08721 37328
30208 29.5 2598.25438706567 2742.41484291858 42.815623998642 40.8735959529877 38.1286697387695 0 4.68968510627747 177 345463.903304252 345463.903304252 14120352 14120352 169614.046387647 169614.046387647 6932736 6932736 1056.9763913452 1425594.66756602 20912.7280885109 1404681.93947751 4958 6681904 98224 6583680 0 0 0 0 42.3367369174957 1741282714.84626 37967
30720 30 2787.4527835531 2738.12435673818 40.6870789527893 38.745050907135 35.9386072158813 0 4.79856538772583 180 370619.72210122 370619.72210122 14359680 14359680 181964.917710346 181964.917710346 7050240 7050240 1065.18481739845 1431457.60922779 20955.7949406257 1410501.81428716 5140 7108475 99707 7008768 0 0 0 0 40.1988534927368 1741282712.71771 38606
31232 30.5 2778.06446952885 2738.95340703492 41.4659488201141 39.5239207744598 36.6582186222076 0 4.81137228012085 183 369371.451868556 369371.451868556 14599008 14599008 181352.048570843 181352.048570843 7167744 7167744 1073.68753809184 1478808.44126734 20996.1865255991 1457812.25474174 5166 7109920 101152 7008768 0 0 0 0 40.9707596302032 1741282713.49658 39245
31744 31 2773.76943355432 2739.55783558986 42.1760859489441 40.2340579032898 37.3290686607361 0 4.87220978736877 186 368800.383885383 368800.383885383 14838336 14838336 181071.668622426 181071.668622426 7285248 7285248 1077.77622595016 1468199.42592592 21133.8218762309 1447065.60404969 5264 7125226 102634 7022592 0 0 0 0 41.6720035076141 1741282714.20672 39884
32256 31.5 2771.22869901648 2740.06791547004 42.8625049591064 40.9204769134521 37.9829015731812 0 4.88275027275085 189 368462.567821231 368462.567821231 15077664 15077664 180905.809471796 180905.809471796 7402752 7402752 1083.28476352134 1460461.52450742 21288.8203782369 1439172.70412918 5290 7126680 104088 7022592 0 0 0 0 42.3504586219788 1741282714.89314 40523
32768 32 2767.48899143133 2740.5465675858 43.5682098865509 41.6261818408966 38.6230201721191 0 4.9983971118927 192 367965.336300709 367965.336300709 15316992 15316992 180661.681360637 180661.681360637 7520256 7520256 1089.94807302744 1464457.46638704 21309.5970195976 1443147.86936744 5472 7553259 105579 7447680 0 0 0 0 43.0417726039886 1741282715.59884 41162
33280 32.5 2764.17021791116 2740.90771096714 44.2693779468536 42.3273499011993 39.2641115188599 0 5.00892543792725 195 367524.072173468 367524.072173468 15556320 15556320 180445.03182524 180445.03182524 7637760 7637760 1097.64386752178 1509311.2641814 21342.5202307998 1487968.7439506 5498 7554714 107034 7447680 0 0 0 0 43.7399964332581 1741282716.30001 41801
33792 33 2760.83590937331 2741.22473345875 44.972473859787 43.0304458141327 39.9232158660889 0 5.07716870307922 198 367080.742510275 367080.742510275 15795648 15795648 180227.36816389 180227.36816389 7755264 7755264 1100.35969778814 1497484.78082066 21453.2511777366 1476031.52964292 5596 7570026 108522 7461504 0 0 0 0 44.4331283569336 1741282717.0031 42440
34304 33.5 2761.03883010827 2741.49362941237 45.621239900589 43.6792118549347 40.5352604389191 0 5.0887246131897 201 367107.722851195 367107.722851195 16034976 16034976 180240.614829468 180240.614829468 7872768 7872768 1104.60532574691 1488655.04807093 21581.8803098273 1467073.1677611 5622 7571477 109973 7461504 0 0 0 0 45.0760891437531 1741282717.65187 43079
34816 34 2756.52470062261 2741.75160973738 46.3457658290863 44.403737783432 41.1900370121002 0 5.20885276794434 204 366507.524194783 366507.524194783 16274304 16274304 179945.932456644 179945.932456644 7990272 7990272 1109.83339176961 1490926.36033823 21579.8782188548 1469346.48211938 5804 7998053 111461 7886592 0 0 0 0 45.7910802364349 1741282718.3764 43718
35328 34.5 2755.86528978861 2741.93409191895 47.0095429420471 45.0675148963928 41.7937040328979 0 5.21889996528625 207 366419.848930293 366419.848930293 16513632 16513632 179902.8861174 179902.8861174 8107776 8107776 1116.98234962367 1533655.11077582 21608.4127526065 1512046.69802321 5830 7999506 112914 7886592 0 0 0 0 46.4482762813568 1741282719.04017 44357
35840 35 2753.50686210693 2742.10123137572 47.7018558979034 45.7598278522491 42.4473350048065 0 5.2799334526062 210 366106.272385738 366106.272385738 16752960 16752960 179748.927958341 179748.927958341 8225280 8225280 1120.55887107335 1523635.58217416 21733.4752917298 1501902.10688243 5928 8014816 114400 7900416 0 0 0 0 47.1320853233337 1741282719.73249 44996
36352 35.5 2752.44449928693 2742.23494258164 48.3734819889069 46.4314539432526 43.0861811637878 0 5.29092597961426 213 365965.02062519 365965.02062519 16992288 16992288 179679.576913451 179679.576913451 8342784 8342784 1125.33789863679 1516096.44791103 21871.6513065808 1494224.79660445 5954 8016266 115850 7900416 0 0 0 0 47.7962825298309 1741282720.40411 45635
36864 36 2750.75919093273 2742.36227682016 49.056293964386 47.1142659187317 43.7007925510406 0 5.40614891052246 216 365740.942026416 365740.942026416 17231616 17231616 179569.559984089 179569.559984089 8460288 8460288 1130.4263658514 1518364.08440429 21872.2750605774 1496491.80934372 6136 8442842 117338 8325504 0 0 0 0 48.4701058864594 1741282721.08693 46274
37376 36.5 2748.24306440075 2742.42591116865 49.7543928623199 47.8123648166656 44.3412780761719 0 5.41639995574951 219 365406.397842724 365406.397842724 17470944 17470944 179405.307244081 179405.307244081 8577792 8577792 1137.60750386414 1559931.26574889 21906.6110150571 1538024.65473383 6162 8444296 118792 8325504 0 0 0 0 49.1603791713715 1741282721.78502 46913
